, 530 
 242.4 , 2.171799E-02 
 242.8 , 1.973704E-02 
 243.2 , 2.233296E-02 
 243.6 , 2.133997E-02 
 244 , 2.171799E-02 
 244.4 , 2.299622E-02 
 244.8 , 0.0195959 
 245.2 , 0.0219544 
 245.6 , 1.912574E-02 
 246 , 2.181253E-02 
 246.4 , 1.781197E-02 
 246.8 , 2.133997E-02 
 247.2 , 0.0219071 
 247.6 , 2.228562E-02 
 248 , 0.0207264 
 248.4 , 2.256973E-02 
 248.8 , 2.011367E-02 
 249.2 , 0.0249921 
 249.6 , 1.964295E-02 
 250 , 2.204902E-02 
 250.4 , 2.044349E-02 
 250.8 , 2.280661E-02 
 251.2 , 0.0195959 
 251.6 , 1.912574E-02 
 252 , 0.0212455 
 252.4 , 2.304364E-02 
 252.8 , 2.105668E-02 
 253.2 , 2.266447E-02 
 253.6 , 2.375549E-02 
 254 , 2.063207E-02 
 254.4 , 2.096227E-02 
 254.8 , 2.309107E-02 
 255.2 , 0.0212455 
 255.6 , 2.162344E-02 
 256 , 1.987823E-02 
 256.4 , 2.280661E-02 
 256.8 , 1.969001E-02 
 257.2 , 1.940777E-02 
 257.6 , 0.0211983 
 258 , 2.185983E-02 
 258.4 , 1.969001E-02 
 258.8 , 2.252236E-02 
 259.2 , 0.0200195 
 259.6 , 2.138721E-02 
 260 , 2.058491E-02 
 260.4 , 0.0194548 
 260.8 , 0.0199724 
 261.2 , 2.133997E-02 
 261.6 , 2.086791E-02 
 262 , 2.280661E-02 
 262.4 , 2.044349E-02 
 262.8 , 2.309107E-02 
 263.2 , 2.152894E-02 
 263.6 , 2.138721E-02 
 264 , 2.082073E-02 
 264.4 , 2.138721E-02 
 264.8 , 1.931374E-02 
 265.2 , 2.143443E-02 
 265.6 , 2.133997E-02 
 266 , 2.143443E-02 
 266.4 , 2.176525E-02 
 266.8 , 2.091508E-02 
 267.2 , 2.200171E-02 
 267.6 , 2.214364E-02 
 268 , 2.129273E-02 
 268.4 , 1.874996E-02 
 268.8 , 2.011367E-02 
 269.2 , 0.022475 
 269.6 , 2.039635E-02 
 270 , 2.152894E-02 
 270.4 , 2.096227E-02 
 270.8 , 2.233296E-02 
 271.2 , 2.110386E-02 
 271.6 , 2.200171E-02 
 272 , 2.025499E-02 
 272.4 , 2.115108E-02 
 272.8 , 2.299622E-02 
 273.2 , 2.138721E-02 
 273.6 , 2.100947E-02 
 274 , 2.171799E-02 
 274.4 , 2.049063E-02 
 274.8 , 2.016078E-02 
 275.2 , 1.921972E-02 
 275.6 , 2.100947E-02 
 276 , 1.889083E-02 
 276.4 , 2.162344E-02 
 276.8 , 1.931374E-02 
 277.2 , 2.176525E-02 
 277.6 , 2.133997E-02 
 278 , 2.176525E-02 
 278.4 , 2.252236E-02 
 278.8 , 1.978411E-02 
 279.2 , 1.926673E-02 
 279.6 , 2.049063E-02 
 280 , 1.921972E-02 
 280.4 , 2.034924E-02 
 280.8 , 1.917274E-02 
 281.2 , 2.016078E-02 
 281.6 , 2.152894E-02 
 282 , 2.006657E-02 
 282.4 , 0.0212455 
 282.8 , 1.790567E-02 
 283.2 , 0.0194548 
 283.6 , 2.143443E-02 
 284 , 2.020787E-02 
 284.4 , 2.162344E-02 
 284.8 , 2.148168E-02 
 285.2 , 2.200171E-02 
 285.6 , 2.143443E-02 
 286 , 2.034924E-02 
 286.4 , 2.016078E-02 
 286.8 , 1.884389E-02 
 287.2 , 2.115108E-02 
 287.6 , 0.0229488 
 288 , 0.0219071 
 288.4 , 2.252236E-02 
 288.8 , 2.209632E-02 
 289.2 , 1.992532E-02 
 289.6 , 2.115108E-02 
 290 , 2.261708E-02 
 290.4 , 2.138721E-02 
 290.8 , 2.030211E-02 
 291.2 , 2.181253E-02 
 291.6 , 1.884389E-02 
 292 , 2.049063E-02 
 292.4 , 2.091508E-02 
 292.8 , 2.053778E-02 
 293.2 , 2.181253E-02 
 293.6 , 2.200171E-02 
 294 , 2.072637E-02 
 294.4 , 0.0212455 
 294.8 , 0.0195959 
 295.2 , 2.238031E-02 
 295.6 , 2.011367E-02 
 296 , 1.814004E-02 
 296.4 , 2.025499E-02 
 296.8 , 1.950184E-02 
 297.2 , 2.110386E-02 
 297.6 , 1.734374E-02 
 298 , 1.936077E-02 
 298.4 , 1.978411E-02 
 298.8 , 0.0211983 
 299.2 , 1.978411E-02 
 299.6 , 2.181253E-02 
 300 , 1.903175E-02 
 300.4 , 2.167071E-02 
 300.8 , 1.987823E-02 
 301.2 , 2.063207E-02 
