, 530 
 3.392 ,-1.134339E-03 
 3.4 , 6.8205E-04 
 3.408 , 2.2724E-04 
 3.416 , 2.963299E-03 
 3.424 ,-2.270941E-04 
 3.432 ,-2.270941E-04 
 3.44 , 3.421012E-03 
 3.448 , 2.2724E-04 
 3.456 , 4.337833E-03 
 3.464 ,-2.270941E-04 
 3.472 ,-2.49169E-03 
 3.48 , 2.506095E-03 
 3.488 , 4.337833E-03 
 3.496 , 4.796971E-03 
 3.504 ,-8.324972E-03 
 3.512 ,-2.03972E-03 
 3.52 , 1.137364E-03 
 3.528 , 2.2724E-04 
 3.536 ,-6.809534E-04 
 3.544 , 1.137364E-03 
 3.552 ,-2.03972E-03 
 3.56 , 2.2724E-04 
 3.568 ,-2.270941E-04 
 3.576 , 2.2724E-04 
 3.584 , 7.562091E-03 
 3.592 ,-6.809534E-04 
 3.6 ,-6.809534E-04 
